"","tweets","sentiment","date","at_dummy"
"6528","@zaneology I would love to come to the spa - you need to open one in Austin too ",4,"Mon Apr 20 06:44:43 PDT 2009",1
"6529","Just woke up. Benefit later ",4,"Sat May 30 05:15:47 PDT 2009",0
"6530","I'm so bored I'm watching last of the summer wine ",0,"Sun May 17 09:46:19 PDT 2009",0
"6531","i have to tidy my room its a state buuut i so cba ",0,"Wed Jun 03 04:25:34 PDT 2009",0
"6532","Oh, long day of driving. Long day tomorrow, working a music festival. And hopefully a long night of sleep...starting now ",4,"Fri May 29 20:09:32 PDT 2009",0
"6533","@NiaNaia fresh mussels and angel hair pasta, garlic heavy ",4,"Sun May 17 21:05:37 PDT 2009",1
"6534","I really am way tooo demanding sometimes  but i adore him for putting up with me",4,"Mon Jun 15 17:09:25 PDT 2009",0
"6535","Eating homemade barbeque sandwich and homemade fries with my family and best friend Abby  -&gt;-&gt;AaRoN&amp;i--&gt;",4,"Mon Jun 15 11:15:59 PDT 2009",0
"6536","Pancakes, egg's and bacon. Muhfucking breakfast time bitches. Oh, and Nu Fjord's album is fucking awesome. Halfway through it ",4,"Sat May 02 07:52:45 PDT 2009",0
"6537","@LauraOz i'm...okay... just really really sad... *sigh* ",0,"Sun Apr 19 07:39:59 PDT 2009",1
"6538","I love coupe bizarre. That's all. As you were ",4,"Sat Jun 06 08:56:29 PDT 2009",0
"6539","Saturday : Hollys House!      Sunday: Recovering! ;)  Monday: Revising!     Tuesday: EXAM!   Afternoon off tho! ;) =]",0,"Sat May 02 02:47:41 PDT 2009",0
"6540","Boa tarde Twitters... Pow, to enjoadão... Acho q vou tomar um &quot;Dramin&quot;... Raaaaaaauuuuulll... ",0,"Tue Jun 02 11:59:34 PDT 2009",0
"6541","Yikes, new model of Goldtouch keyboard also has the Page Up and Page Down in a different place. Now it's on the mousing hand ",0,"Wed Jun 03 00:39:30 PDT 2009",0
"6542","okay.... i still haven't finished the essay. This sucks ",0,"Mon Jun 01 08:59:06 PDT 2009",0
"6543","@ashleymiranda1 lol iphone.. :-/ lol i want the new one that came out today.. ",0,"Fri Jun 19 18:39:57 PDT 2009",1
"6544","Goooing to get driiiinks ",4,"Sat May 16 19:18:33 PDT 2009",0
"6545","@mileycyrus hey!  don't worry swt, u're sooo gonna win in the mtv movie awards  i voted for u xD Gd luck!!! I hope u win  tc xxx",4,"Fri May 29 11:41:12 PDT 2009",1
"6546","got burnt at valleyfair, can't find simon on facebook or twitter! lost his email address ",0,"Fri Jun 05 15:05:17 PDT 2009",0
"6547","@CarlaFBaby me too! I might go to grad on Friday, not sure. I kinda have to for csf/nhs but I'm blowing to stay to home  can't do anything",4,"Sun May 31 10:49:56 PDT 2009",1
"6548","@ipierce89 girrrrl you crazy ",4,"Mon Jun 01 11:36:48 PDT 2009",1
"6549","I'm cleaning the bathroom! ",0,"Fri Jun 05 10:32:23 PDT 2009",0
"6550","is procrastinating - must work harder ",0,"Sun Apr 19 05:11:36 PDT 2009",0
"6551","@chrismacattack  what, me?? (over 60 shortlisted and only up to the letter 'J'. Long night over here too!)",4,"Sun Jun 14 23:50:21 PDT 2009",1
"6552","Getting my tweet on......So I guess that's a no to my marriage proposal MMH? HA HA!  I figured... ",0,"Mon Jun 01 07:31:56 PDT 2009",0
"6553","@ddlovato http://twitpic.com/65r98 - How do you look so gorgeous ALL THE TIME?! So not fair! Can't wait for your new album!!! ",4,"Fri May 29 17:18:50 PDT 2009",1
"6554","@Seorse Jeez I hope it's a drink, that tweet of mine sounded way wrong otherwise. ",4,"Mon Jun 15 20:16:53 PDT 2009",1
"6555","@h1cz a kdy� se p?ihl�s�te s OpenID, p?em?ruje v�s to se ztr�tou ve�ker�ch dat  Miluju tyhle soci�ln� aplikace.",4,"Mon May 11 23:38:21 PDT 2009",1
"6556","@Ashley96 it's me ",4,"Mon May 18 04:28:32 PDT 2009",1
"6557","@hamoooodi I stink at Italian. Don't worry, I'm laughing about it XD Thanks though ",4,"Mon Jun 15 05:36:36 PDT 2009",1
"6558","@Navinesh Vodafone gets its stock of BBB from Aussie and Digicel probably gets it from an Asian market hence the price differences ",4,"Tue Jun 02 03:19:46 PDT 2009",1
"6559","worried about Thomas being out in this nasty weather ",0,"Tue Jun 16 16:23:31 PDT 2009",0
"6560","*sigh* I love this song! *It's Always You&quot;  'wherever you are your near me...'",4,"Thu May 28 22:36:45 PDT 2009",0
"6561","@mashiankrekku oh well, thefox one is cool  &amp; even if ya cant pick ya icon they did pick the username LOL",4,"Fri May 29 23:16:26 PDT 2009",1
"6562","@asdosanjh thank you ",4,"Mon Jun 01 02:28:34 PDT 2009",1
"6563","researching gps-locator equipped cell phones and worried our son going to school next year  he's growing up so quick!",0,"Tue Jun 02 05:09:25 PDT 2009",0
"6564","OK IF SOMEONE GETS THIS LAST QUESTION RIGHT!  I WILL MAKE A VIDEO ABOUT YOUR TWITTER AND YOUR YOUTUBE CHANNEL ",4,"Mon Jun 01 13:34:14 PDT 2009",0
"6565","At least we have sunshine .... ",4,"Tue Jun 02 03:05:33 PDT 2009",0
"6566","@LauriceDepasois Yeahh, i have't had it for ages though (: I love the vimto sweets yerno like fruittella ",4,"Sun May 17 06:06:38 PDT 2009",1
"6567","blah being drunk by myself, courts being crap ",0,"Sat May 02 06:10:25 PDT 2009",0
"6568","@itsnodifferent i'm bored. I can't help it. ",0,"Mon Apr 20 03:33:54 PDT 2009",1
"6569","Back to the past: Playing with my awesome '97 TI-89..It feels so damn good ",4,"Wed Jun 03 06:32:50 PDT 2009",0
"6570","Have broken my mobile. Dropped on floor. Now in 2 pieces but despite trying my body's electricity will not connect screen to keypad  ;( ;(",0,"Fri May 22 01:58:00 PDT 2009",0
"6571","@sissyross hey girl i cnt send txt or call out. sry! i wld have lvd to swim 2day. im working everyday this week! ugh ",0,"Mon Jun 01 14:30:23 PDT 2009",1
"6572","@rebeccaaa year? I got our summer assignment yesterday  So long!",0,"Thu May 28 22:45:25 PDT 2009",1
"6573","@chelseyann226 if you weren't so evil I would be nice ",4,"Sun Jun 07 17:13:05 PDT 2009",1
"6574","frikin hell my scab caught on ma pjs now its KILLING. almost healed like ripped my knee off an its bleedin like ken ",0,"Wed Jun 17 11:19:39 PDT 2009",0
"6575","Show some love: http://bit.ly/12pn9T  Please check out the items and leave comments. Many thanks! ",4,"Fri Jun 05 10:43:27 PDT 2009",0
"6576","@BlueRoses1969 I miss you lots and lots! I got home and all my clothes smelled like your house! What a bummer ",0,"Wed Jun 17 15:39:19 PDT 2009",1
"6577","@scoobydumblonde Yes, yes, YES! And 6/4, 6/4 with that! ",4,"Sun May 17 11:04:16 PDT 2009",1
"6578","Uuuggghhh.... I have a headache!  Guess it's time 4 bed... Goodnight",0,"Tue May 26 23:00:13 PDT 2009",0
"6579"," watchin my girls board the plane ~Violet Alyssum",0,"Sat Jun 20 17:20:32 PDT 2009",0
"6580","off to school soon  i wouldnt have minded another bank holiday day.but then again, schools almost over for the year",0,"Mon Jun 01 22:47:13 PDT 2009",0
"6581","Why am I awake?? Like I don't have things to take care of in, ummm, 2.5 hrs!  *sigh* ",0,"Fri Jun 19 01:43:54 PDT 2009",0
"6582","@angiece: &quot;&quot;Die Young Stay Pretty&quot; - Blondie&quot;  Great tune but not such a good idea anymore.  ♫ http://blip.fm/~7h4xb",4,"Mon Jun 01 22:05:40 PDT 2009",1
"6583","@claudiachaouka1 hahahaha how awesome have u heard top of the world? so catchy LOL! ive been awesome  wbu? OO visit me blog  xxx",4,"Sun Apr 19 04:04:08 PDT 2009",1
"6584","My eyes feel like they're on fire ",0,"Tue Jun 23 14:15:59 PDT 2009",0
"6585","@iphone_dev they have no avatars ",0,"Sat Jun 20 12:08:08 PDT 2009",1
"6586","just woke up, i still feel awful.  someone come and make me feel betttttter!",0,"Sat Jun 06 23:46:58 PDT 2009",0
"6587","@saintpeter1 yeh it wasn't too bad ",4,"Sat Jun 06 20:18:47 PDT 2009",1
"6588","And I dont usually fuck with  smilies so that last tweet doesnt count as legal.",4,"Tue Jun 02 22:35:19 PDT 2009",0
"6589","Ooh off to school it is then. Damn I didn't my sniging lesson homework I suck at that ",0,"Mon Jun 01 00:21:22 PDT 2009",0
"6590","@benbalbo I don't think I've seen any email announcement of the CFP on any mailing list I'm on ",0,"Mon Jun 15 22:04:54 PDT 2009",1
"6591","@myucan91 get well soon! you got sick right after school ended??  sad..",0,"Sat May 30 16:43:35 PDT 2009",1
"6592","Can't wait to go on the rooooaadddtrrrriiippp BUT the question of the century is California or NY?? i need help ",0,"Wed Jun 17 17:23:15 PDT 2009",0
"6593","four days sugar free!!! i'm not twitching yet, so i'd say i'm doing well ",4,"Sat May 30 16:58:03 PDT 2009",0
"6594","@lonecrusader i actually had some wrk to do online...its all t more frustratin wen u have a broadbnd cnnction n it isnt wrkin.. ",0,"Wed Jun 03 05:33:22 PDT 2009",1
"6595","@zomgcupcakes my text messages aren't getting to you ",0,"Sat Jun 20 00:42:52 PDT 2009",1
"6596","Inspiration for our friends: &quot;Take care of the earth and she will take care of you.&quot; ",4,"Mon Jun 15 06:01:04 PDT 2009",0
"6597","I was going to do my media studies homework but i feel grey's anatomy is more important ",4,"Sun May 17 00:50:10 PDT 2009",0
"6598","I did a typing speed test and scored 223 CPM = 45 WPM at http://speedtest.aoeu.nl/ &lt;&lt; Well, it is little bit slower than te last time ",0,"Fri Jun 19 14:03:19 PDT 2009",0
"6599","Can do better  and will do better =D",4,"Mon Jun 15 00:02:19 PDT 2009",0
"6600","@KrisColvin try difft church  Good % tweeple @ our #church, more than at tech confs i've been to. Tweets cross boundaries &amp; draw 2gether",4,"Sun May 03 08:15:34 PDT 2009",1
"6601","My stomach hurts! ",0,"Sun May 17 11:30:18 PDT 2009",0
"6602","Well done Ipswich what a fantastic day ",4,"Sun Apr 19 10:15:23 PDT 2009",0
"6603","with 9 children and 3 dads at a playground playing poker.... ",4,"Sun Jun 07 05:14:38 PDT 2009",0
"6604","Too drunk to play anything effectively  when i get home.  oh well.",0,"Sat Jun 06 21:47:48 PDT 2009",0
"6605","Naw boss bought me a mars bar after hearing about my sob story ",4,"Mon Jun 15 18:52:07 PDT 2009",0
"6606","One sunday without twitter ... I missed so much ",0,"Mon May 18 01:42:31 PDT 2009",0
"6607","@damienmulley Christ's sake otherdad, you said you wouldn't mention it! ",4,"Fri May 29 00:25:19 PDT 2009",1
"6608","Unlike cierra, i look like poop today. Whatevahh, lol. ",4,"Mon May 04 03:13:02 PDT 2009",0
"6609","Lol cops, i'm gonna just keep playing guitar ",4,"Sat May 30 20:14:50 PDT 2009",0
"6610","Won $10 on the 50cent card thing at the chip shop. ",4,"Fri May 29 17:41:14 PDT 2009",0
"6611","@natashajonasx im good thanks &amp; you  x",4,"Mon Apr 20 01:33:03 PDT 2009",1
"6612","tired and cold, thats not a good mix!!  i want to sleep!!",0,"Fri Jun 19 01:41:05 PDT 2009",0
"6613","Gedy is not feeling well ",0,"Sun Jun 07 10:47:43 PDT 2009",0
"6614","@MRzkESHiAG me 2.... im at work BORED!!! Its just sad its June and it looks like rain ",0,"Tue Jun 23 15:16:44 PDT 2009",1
"6615","@MissKeriBaby oh wow that's fucked up. I woulda knocked him down ( sings ) ",4,"Sat May 02 23:04:33 PDT 2009",1
"6616","cant go up horses today  weather to bad",0,"Sun Jun 21 03:20:46 PDT 2009",0
"6617","@stuherbert That sucks.. BR only guarantees same day delivery ",0,"Thu May 21 23:40:10 PDT 2009",1
"6618","i love camp peoples!!  what to do on my last day before being a nanny.... :/",4,"Sun Jun 07 12:27:58 PDT 2009",0
"6619","I really wanted that Parma too ",0,"Sat May 02 02:25:35 PDT 2009",0
"6620","@PoeticTease no me quieres ",0,"Wed Jun 17 14:45:14 PDT 2009",1
"6621","@wossy about to sit a japanese speaking exam, wish me luck! ",4,"Thu May 14 01:31:52 PDT 2009",1
"6622","trying to pass the last 3 hrs of the working day ",0,"Mon Jun 15 03:58:17 PDT 2009",0
"6623","wow summer all ready sucks its raining  i need the sun",0,"Fri Jun 19 11:07:52 PDT 2009",0
"6624","S_T_R_E_T_C_H_........I love Sundays! Crap,  I work today ",0,"Sun Apr 19 09:59:48 PDT 2009",0
"6625","@georgiaface  I still get sad about Hilda and Binx!  I'm sending hugs!",0,"Wed Jun 17 09:23:58 PDT 2009",1
"6626","@juelzdesignz I don't feel special since I'm not a 360 SODMG Gamer and a PS3 SODMG Gamer instead ",0,"Sun May 10 19:35:39 PDT 2009",1
"6627","At the airport going to ade  only for u luke",4,"Fri May 29 10:20:55 PDT 2009",0
"6628","@cember_ember yay! thanks.  cover-i sad ang alist please. )",4,"Sun May 10 02:12:19 PDT 2009",1
"6629","@andrewpycroft did I fail to mention how amazingly adorable you were last night??  you are sweet when intoxicated ",4,"Sun May 31 04:04:45 PDT 2009",1
"6630","400 tonite ? I need a cut &amp; a frezh outfittt paparazzi snapping picturesss ",4,"Fri May 29 15:58:34 PDT 2009",0
"6631","i need more friends. ",0,"Mon Jun 15 20:54:19 PDT 2009",0
"6632","Having someone in your office with you all day is no fun at all ",0,"Thu Jun 18 14:35:38 PDT 2009",0
"6633","@redvers Really miserable yeah  Lost hours today mending problem instead of enjoying the sun",0,"Sun May 31 10:25:29 PDT 2009",1
"6634","Just got one of the AP books. Starting to read. ",4,"Tue Jun 16 00:14:11 PDT 2009",0
"6635","still no emails from the people we emailed about the kitten  x",0,"Sat Jun 20 12:28:21 PDT 2009",0
"6636","I love how #twitpic isn't letting me login. ",0,"Sun May 31 00:08:17 PDT 2009",0
"6637","@AyoJawsh - fruitista breeze drinks are the shit.  (:",4,"Mon Jun 15 15:46:42 PDT 2009",1
"6638","Love my mommy happy mothers day ",4,"Sun May 10 01:27:16 PDT 2009",0
"6639","@EmmaMKC haha, asda is pretty cool though.. work is a bum we just get sick of the things we see all day! now i dont watch much tv anymore ",0,"Sat Jun 20 11:08:39 PDT 2009",1
"6640","I turned off that tv and lights i been laying in the dark and i still cant sleep ",0,"Wed Jun 03 00:46:58 PDT 2009",0
"6641","L Word is laaaav!  I'll miss my favorite show.",4,"Mon Jun 15 05:41:09 PDT 2009",0
"6642","@billyraycyrus hi thought id say that my 8 year old sister loves miley so much its unreal lol, would you be able to pass this on please? ",4,"Fri May 22 00:41:01 PDT 2009",1
"6643","Holy crap everones just being shot? And the hot guy killed someone! Noooooooo ... ",0,"Mon Jun 15 16:52:15 PDT 2009",0
"6644","F1 one finished for another week  On the brighter side I'll be in Monaco in 2 weeks time!",0,"Sun May 10 07:23:51 PDT 2009",0
"6645","@smartiej Sounds lovely, hope you have a great day ",4,"Sun May 10 00:12:14 PDT 2009",1
"6646","jazz is not feeling well!   http://apps.facebook.com/dogbook/profile/view/6412624",0,"Sat May 30 08:47:37 PDT 2009",0
"6647","watching Star Trek - The Voyage Home.  Hooray for being a space nerd.  ",4,"Sat May 30 21:45:27 PDT 2009",0
"6648","@KendraRayL *claps enthusiastically* sorry i couldn't help though Kendra!!! i tried ",0,"Sat Jun 06 13:52:45 PDT 2009",1
"6649","http://twitpic.com/68ziq A Pap snap of Ashton is his PJ's is a bit of a low blow... poor dude!  #stuffwotimadeup",0,"Sat May 30 05:40:32 PDT 2009",0
"6650","&amp;&amp; still got a bad cold. ",0,"Mon Jun 01 21:30:00 PDT 2009",0
"6651","@pbfundamental  I used to go with some friends who were affiliated with the bowl - our car was first in and first out.  Never happen gain ",0,"Sat May 30 21:18:29 PDT 2009",1
"6652","@drdebs First headline on  my google feed. Just terrible ",0,"Mon Jun 01 09:33:51 PDT 2009",1
"6653","@kkdee ah cool, thanks ",4,"Sun Jun 07 02:02:16 PDT 2009",1
"6654","is sitting in the Uni Library and still procrastinating  ",0,"Tue Jun 02 02:24:59 PDT 2009",0
"6655","@grider - grocery shopping at amazon...overkill ",4,"Sun Apr 19 09:50:25 PDT 2009",1
"6656","@ayseegiirlxx yes you are ",4,"Sat May 30 14:37:23 PDT 2009",1
"6657","So, aside from the guy the party was being thrown for seeing my panties, it looks like no real damage on Saturday night.  #whew!",4,"Mon May 18 07:46:34 PDT 2009",0
"6658","@edotthedon im about to hit the gym myself  unfortunately no yummy food for me after",4,"Mon Jun 15 15:08:01 PDT 2009",1
"6659","I missed Conan O'Brien ",0,"Mon Jun 01 23:52:56 PDT 2009",0
"6660","@ the pool getting my tan on. I still need a buddy in Milledgeville. Everyone is gone for the summer ",0,"Mon Jun 01 10:24:04 PDT 2009",1
"6661","@rominafahem morning romina. ",4,"Sun May 10 01:52:29 PDT 2009",1
"6662","@angeluserro lol yeah i will be ok. I think my dog just scratched my eye. Like my actual eye ball. Everything is blurry in my right eye ",0,"Tue Apr 07 03:48:14 PDT 2009",1
"6663","awake way too early can't sleep ",0,"Sun Jun 21 03:55:07 PDT 2009",0
"6664","@PixieElla lol thats cool  yeah you should study lol, but I guess im not helping, distracting you n all XD",4,"Tue Jun 02 23:47:31 PDT 2009",1
"6665","@MandyyJirouxx lifes good ",4,"Fri Jun 05 11:19:48 PDT 2009",1
"6666","@TheSUPERGIRL haha why scared? when you think of Israel what comes up in your mind? ",4,"Tue Jun 02 23:55:55 PDT 2009",1
"6667","yay! alright! good plan ",4,"Sat Jun 06 17:35:19 PDT 2009",0
"6668","Just lost huge pot when loosest player went all in on 9 high flop with JT against my TT. Catches J on river. ",0,"Sun May 31 02:34:28 PDT 2009",0
"6669","SNL = amazingggg tonight. green day on soon ",4,"Sat May 16 21:09:45 PDT 2009",0
"6670","@foxycoxy Snap!  Not the waistband, mind   I just have the same ones",4,"Sat May 30 04:56:18 PDT 2009",1
"6671","@_everaldo on my MacBook I run Linux with Parallels and on my iMac I use VMware Fusion and both are great, especially in &quot;Unity&quot;-mode. ",4,"Mon May 04 00:27:22 PDT 2009",1
"6672","I'm not. If it looks like a legitimate profile, I'll counter-follow.  @leighgrace Are you picky about who you follow back? Why or why not?",4,"Sun May 10 01:37:17 PDT 2009",1
"6673","@giansamson2003 LOL. Stay strong! There's a rainbow after the rain. ",4,"Sun May 31 04:24:49 PDT 2009",1
"6674","@natalieswindal i love you ",4,"Fri May 29 07:46:25 PDT 2009",1
"6675","@mylapa I just signed into it.. and its there now ",4,"Mon Jun 01 01:43:48 PDT 2009",1
"6676","@sunshinegirl23  hope they gave you what you needed and that you're sleeping sound right now! love you! &lt;3",0,"Sun Jun 14 22:44:21 PDT 2009",1
"6677","Mall bound with Kendy...coolness. ",4,"Sat Jun 06 12:10:07 PDT 2009",0
"6678","@kaelahbee For real?! You can say that about a comedy? Wow it must be really good then. I can't wait to see it. ",4,"Fri Jun 05 21:32:38 PDT 2009",1
"6679","@olaj Will work! ",4,"Sun May 10 05:28:32 PDT 2009",1
"6680","Friends! Come over and give me a massage  I can't sleep.",0,"Fri May 29 00:45:54 PDT 2009",0
"6681","i feel like shit i totaly fucked up my neck/back on the spine.....fucked up my stomach and jaw to ",0,"Fri May 29 22:58:40 PDT 2009",0
"6682","says gud evening (bye) kakauwi lng glng town  http://plurk.com/p/pcevt",4,"Tue Apr 21 04:17:11 PDT 2009",0
"6683","@topsyyturvyy You have no idea!!! Gosh. Can't wait to meet Poppy ",4,"Fri May 22 00:24:38 PDT 2009",1
"6684","Typical, we go the hossie to get answers and problems fixed, and leave with more problems / unknown conditions than what we started with ",0,"Thu Jun 25 06:02:23 PDT 2009",0
"6685","I'm spending the night with Amy &amp; then going to ride horses in the morning. Ziggy better not try to kill me!  RHS Teacher Luncheon at 11",4,"Mon Jun 01 18:54:33 PDT 2009",0
"6686","@gnina i was streaming but it stopped ",0,"Sat May 02 03:04:00 PDT 2009",1
"6687","is not feeling very loved ",0,"Tue Jun 23 13:54:44 PDT 2009",0
"6688","Follow @bettykoyle she loves eating ",0,"Sat Jun 20 07:07:14 PDT 2009",1
"6689","@OperaDiva114  NOO Joe needs to get rid of her and Kevin needs to get rid of her too",0,"Fri Jun 19 06:30:55 PDT 2009",1
"6690","@KevinHart4real glad u enjoyed the city. Its strange and dirty, but its my hometown...  have a safe trip!",4,"Mon May 18 05:09:14 PDT 2009",1
"6691","@RocketMinx Suzi woulda delivered it herself last week  Now is all of them! I just want the gadgets! lol",0,"Tue Jun 02 05:55:41 PDT 2009",1
"6692","gonna be going to bed early tonight '   worrrrrrrrrkkkkkk in the morning .. blah lol",0,"Tue Jun 02 18:43:07 PDT 2009",0
"6693","Tried to get up earlier today........didn't work out ",0,"Mon Apr 06 23:36:38 PDT 2009",0
"6694","Packing ",0,"Thu Jun 18 19:08:39 PDT 2009",0
"6695","@rawwksaan just got home from work super long day finished off with a couple of martinis and now drinking wine ",4,"Sat May 30 21:45:34 PDT 2009",1
"6696","@helloimmeg Tiger Balm on the temples works good for headaches.  Bit smelly but good lol.  I maybe too late for ya though ",4,"Mon Apr 20 04:14:02 PDT 2009",1
"6697","@bowwow614 it's good to know u finally got off the runway. lol ",4,"Sat Jun 06 16:47:19 PDT 2009",1
"6698","@BD_24 lol and I'm stuffed!!! Wish I hadn't eatin all that now ",0,"Sat Jun 06 17:41:02 PDT 2009",1
"6699","I wanna go john!! Bet ur pumped, hope everythings goin great c u soon ",4,"Sun May 31 23:41:33 PDT 2009",0
"6700","Go to aarons for a bbq and leave with three bagfulls of delicious food  yumm",4,"Sun Jun 07 19:04:26 PDT 2009",0
"6701","@purplelime Mysterious new SuperDock o_o Charges within 1min ",4,"Tue Jun 16 06:08:20 PDT 2009",1
"6702","My girlie...so wonderful. 730am driving her to her car after 3 hours of sleep. She lucky I love her sweet ass  Danced allllll night!",4,"Sun Apr 19 04:53:29 PDT 2009",0
"6703","@cericsmith Thank you for the tweetlove! ",4,"Sun May 17 11:38:20 PDT 2009",1
"6704","Can't screw into the back of your wall hanging? Duct tape to the rescue yet again!  [pic] http://ff.im/-2YL2M",4,"Sun May 17 10:51:42 PDT 2009",0
"6705","Have a biggg headache ",0,"Fri Jun 05 14:55:27 PDT 2009",0
"6706","Laying in bed LOL so tired feet and shoulder hurts ",0,"Sat Jun 20 06:02:38 PDT 2009",0
"6707","yay one and a half hours down...and ive done....200 words...oh ",0,"Sun May 31 16:34:25 PDT 2009",0
"6708","damn, fuck you. ",0,"Wed Jun 03 00:58:53 PDT 2009",0
"6709","@lindsayatIntuit Unfortunately our station only uses the live link for area sports games that are being announce - bummer, also no taping ",0,"Mon Jun 01 12:02:26 PDT 2009",1
"6710","Watched Slumdog Millionaire yesterday night, and its emotional. LOVED it ",4,"Sun Jun 07 10:34:00 PDT 2009",0
"6711","tomorrow @colinbaylen turns 20! yay!  happy birthday colin!",4,"Mon Jun 01 20:36:56 PDT 2009",1
"6712","@jason_foss I am lost. Please help me find a good home. ",0,"Thu May 28 22:05:03 PDT 2009",1
"6713","My Dog just died!!!! ",0,"Mon Jun 01 14:46:12 PDT 2009",0
"6714","I hate everything about getting up in the morning. ",0,"Tue Jun 16 05:59:43 PDT 2009",0
"6715","@doug_ellison If only they had launched while I was in it! ",0,"Sat Jun 06 09:43:44 PDT 2009",1
"6716","You are very welcome my bro. ",4,"Sat May 30 23:57:50 PDT 2009",0
"6717","I'm not feeling too hot   .. Today is the last day of classes!!! Woo hoo!!! It's partay time!! Once I feel better that is ",0,"Mon May 18 07:03:07 PDT 2009",0
"6718","I wanna go back to sleep ",0,"Tue Apr 07 04:06:12 PDT 2009",0
"6719","what a day.     &lt;/3",0,"Mon Jun 15 12:48:50 PDT 2009",0
"6720","Is Going Because No One Is Speaking To Her  !",0,"Mon Jun 15 05:11:15 PDT 2009",0
"6721","@isabelll You have to change the settings in Twitterific to upload to twitpic ",4,"Sat May 30 20:02:42 PDT 2009",1
"6722","Its sad, that while watching this movie, its like &quot;you die next book, you die 6th, 7th&quot;. Snape, Moody, Dumbledore, Fred... ",0,"Sun May 31 10:52:32 PDT 2009",0
"6723","@redantiques Hi again. You were off in a flash before ",4,"Sun May 10 04:23:20 PDT 2009",1
"6724","Just found out my Best friend is getting married, i'm not sure i'm ready for the commitment  I'm going to be a Best man is Switzerland ",4,"Sun Apr 19 08:44:48 PDT 2009",0
"6725","@DanielBrenton hiya friend!  you just never know!! ",4,"Tue May 26 23:05:40 PDT 2009",1
"6726","@MrsLesnick :O you updated!! No more jailbreak! ",0,"Wed Jun 17 12:39:19 PDT 2009",1
"6727","@mercedesjo ur wackkkk...I'm the drunk one BUT @chlochlo5525 was definitely drinkin...job well done by me! ",4,"Sun Jun 14 23:03:54 PDT 2009",1
"6728","@HallCountyGA So it is! Imagine that.  Trout is biting too. ",4,"Sun Jun 07 01:57:25 PDT 2009",1
"6729","@Its_Claire its sunny here  I will send some over to you",4,"Mon May 04 00:57:44 PDT 2009",1
"6730","Wishes she hadn't dropped her phone. It now doesn't recognise the memory card and I've lost my Tetris. ",0,"Mon Jun 15 08:24:47 PDT 2009",0
"6731","Need sleep..going to put on some Lost ( yes, I stayed away from ALL the spoilers, score one for ILS!)..and hit the sheets.  Night y'all",4,"Thu May 28 23:02:42 PDT 2009",0
"6732","@Snowy24 i just want to meet a really good decent guy for a change you know ",0,"Thu Jun 25 09:30:26 PDT 2009",1
"6733","Revision Time, Biology exam monday ",0,"Fri May 29 01:28:33 PDT 2009",0
"6734","@ReeseWithspoon thanks, i have some rare moments. ",4,"Sun Apr 19 03:29:01 PDT 2009",1
"6735","@kmcooley said I may have to wait weeks for an activation key ",0,"Sun May 31 12:50:41 PDT 2009",1
"6736","So sad ... I just witnessed the death of a turtle in my back yard.  I tried to save him from the dog but I was a few seconds too late.  ",0,"Thu Jun 18 11:08:16 PDT 2009",0
"6737","@hathoo ?????  (u)",0,"Mon May 04 03:42:12 PDT 2009",1
"6738","@mckaig13 I wish I coulda gone ",0,"Wed Jun 17 22:51:34 PDT 2009",1
"6739","On the late bus... I think im the last stop ",0,"Mon Jun 01 12:21:12 PDT 2009",0
"6740","No  she is too tired to come over",0,"Sun Jun 21 09:37:56 PDT 2009",0
"6741","@justinpaulcole oh shit sorry about your car.  is it a bad scratch?",0,"Tue Jun 16 07:12:40 PDT 2009",1
"6742","JULY 21st  @ddlovato NEW ALBUM!!! OOOOH YEAAH ",4,"Sun May 31 23:07:45 PDT 2009",1
"6743","@ayn yup, and if you have the older version of sphinx, you gotta restart the process  my cron consists of stop, index, start",0,"Tue Jun 02 22:48:38 PDT 2009",1
"6744","goodnight tweetheads ",4,"Sun Jun 14 23:50:04 PDT 2009",0
"6745","I'm ready ",4,"Fri May 29 00:42:05 PDT 2009",0
"6746","good morning: Make your day bright like the SMILE on your face. Again its to beautiful not to SMILE!!! ",4,"Tue Jun 02 06:05:10 PDT 2009",0
"6747","@rebecajeanI wasn't driving, We hit a car from behind cause we got cut off, and as far as we know the car is totaled ",0,"Sun Jun 07 17:19:15 PDT 2009",1
"6748","@DavidArchie come back here. ;;) pls, pls.  ) ;) Philippines loves you very much! :-&quot; ) Okay, it`s boring already, ARCHUWEEK is over.",4,"Mon May 18 02:37:29 PDT 2009",1
"6749","@katyperry just found out ur gig is cancelled on wednesday....gutted!!! ",0,"Mon Jun 01 10:42:28 PDT 2009",1
"6750","is still happy about yesterday ",4,"Sun Jun 07 11:57:47 PDT 2009",0
"6751","Nice play ",4,"Mon Jun 01 06:32:25 PDT 2009",0
"6752","I miss Jim, and I wish he were here to snuggle me till I fall asleep. I shall make do with Winnie the Pooh. ",0,"Sat May 02 03:40:12 PDT 2009",0
"6753","How do I get people to challenge me on Tap Tap? I want a push notification ",4,"Mon Jun 15 08:10:21 PDT 2009",0
"6754","revision  :/",0,"Sun May 10 08:01:34 PDT 2009",0
"6755","had utter cake fail - it was all crumbly and didn't leave the pan in one piece.  Still, the remnants taste nice.... *diet fail*",0,"Sun Jun 21 05:16:06 PDT 2009",0
"6756","@morgansp12  she doesn't know if she changed her self. my bff once changed her self. now she's back. we were fighting too.",0,"Sat Jun 20 12:12:26 PDT 2009",1
